x-axis,1,2
second,Volt,Volt
-25.00000E-06,+201.00502670E-03,+482.41205513E-03
-24.97500E-06,+201.00502670E-03,+522.61305973E-03
-24.95000E-06,+0.0E+00,+502.51255743E-03
-24.92500E-06,+0.0E+00,+502.51255743E-03
-24.90000E-06,+201.00502670E-03,+502.51255743E-03
-24.87500E-06,+201.00502670E-03,+502.51255743E-03
-24.85000E-06,+201.00502670E-03,+522.61305973E-03
-24.82500E-06,+50.25125667E-03,+517.58793416E-03
-24.80000E-06,+201.00502670E-03,+502.51255743E-03
-24.77500E-06,+201.00502670E-03,+502.51255743E-03
-24.75000E-06,+0.0E+00,+522.61305973E-03
-24.72500E-06,+150.75377003E-03,+517.58793416E-03
-24.70000E-06,+0.0E+00,+502.51255743E-03
-24.67500E-06,+150.75377002E-03,+502.51255743E-03
-24.65000E-06,+100.50251335E-03,+522.61305973E-03
-24.62500E-06,+150.75377003E-03,+517.58793416E-03
-24.60000E-06,+0.0E+00,+522.61305973E-03
-24.57500E-06,+150.75377002E-03,+502.51255743E-03
-24.55000E-06,+201.00502670E-03,+502.51255743E-03
-24.52500E-06,+150.75377003E-03,+502.51255743E-03
-24.50000E-06,+0.0E+00,+522.61305973E-03
-24.47500E-06,+201.00502670E-03,+522.61305973E-03
-24.45000E-06,+0.0E+00,+522.61305973E-03
-24.42500E-06,+0.0E+00,+502.51255743E-03
-24.40000E-06,+201.00502670E-03,+502.51255743E-03
-24.37500E-06,+0.0E+00,+502.51255743E-03
-24.35000E-06,+100.50251335E-03,+512.56280858E-03
-24.32500E-06,+201.00502670E-03,+517.58793416E-03
-24.30000E-06,+201.00502670E-03,+502.51255743E-03
-24.27500E-06,+201.00502670E-03,+502.51255743E-03
-24.25000E-06,+0.0E+00,+502.51255743E-03
-24.22500E-06,+0.0E+00,+507.53768301E-03
-24.20000E-06,-10E-12,+522.61305973E-03
-24.17500E-06,+50.25125668E-03,+522.61305973E-03
-24.15000E-06,+100.50251334E-03,+502.51255743E-03
-24.12500E-06,+0.0E+00,+507.53768301E-03
-24.10000E-06,+201.00502669E-03,+502.51255743E-03
-24.07500E-06,+50.25125668E-03,+522.61305973E-03
-24.05000E-06,+201.00502670E-03,+512.56280858E-03
-24.02500E-06,+201.00502670E-03,+502.51255743E-03
-24.00000E-06,+201.00502670E-03,+502.51255743E-03
-23.97500E-06,+0.0E+00,+522.61305973E-03
-23.95000E-06,+201.00502670E-03,+522.61305973E-03
-23.92500E-06,+201.00502670E-03,+502.51255743E-03
-23.90000E-06,+10E-12,+502.51255743E-03
