x-axis,1,2
second,Volt,Volt
-25.00000E-06,+11.45728652179E+00,+0.0E+00
-24.97500E-06,+11.45728652179E+00,-402.01005340E-03
-24.95000E-06,+11.35678400844E+00,-402.01005340E-03
-24.92500E-06,+11.45728652179E+00,-402.01005340E-03
-24.90000E-06,+11.45728652179E+00,-402.01005339E-03
-24.87500E-06,+11.45728652179E+00,-100.50251335E-03
-24.85000E-06,+11.25628149509E+00,-402.01005340E-03
-24.82500E-06,+11.45728652179E+00,-402.01005340E-03
-24.80000E-06,+11.45728652179E+00,+0.0E+00
-24.77500E-06,+11.40703526512E+00,-402.01005340E-03
-24.75000E-06,+11.45728652179E+00,-402.01005340E-03
-24.72500E-06,+11.30653275177E+00,-402.01005340E-03
-24.70000E-06,+11.45728652179E+00,-402.01005340E-03
-24.67500E-06,+11.45728652179E+00,-402.01005340E-03
-24.65000E-06,+11.25628149509E+00,+0.0E+00
-24.62500E-06,+11.25628149509E+00,-402.01005340E-03
-24.60000E-06,+11.45728652179E+00,-402.01005340E-03
-24.57500E-06,+11.45728652179E+00,-402.01005340E-03
-24.55000E-06,+11.45728652179E+00,-402.01005340E-03
-24.52500E-06,+11.45728652179E+00,-402.01005340E-03
-24.50000E-06,+11.25628149510E+00,-402.01005340E-03
-24.47500E-06,+11.45728652179E+00,-402.01005340E-03
-24.45000E-06,+11.55778903515E+00,-402.01005340E-03
-24.42500E-06,+11.40703526512E+00,-402.01005340E-03
-24.40000E-06,+11.45728652179E+00,-402.01005340E-03
-24.37500E-06,+11.40703526511E+00,-402.01005340E-03
-24.35000E-06,+11.45728652179E+00,-402.01005340E-03
-24.32500E-06,+11.45728652179E+00,-402.01005340E-03
-24.30000E-06,+11.45728652179E+00,-402.01005340E-03
-24.27500E-06,+11.30653275177E+00,-402.01005340E-03
-24.25000E-06,+11.35678400844E+00,-201.00502669E-03
-24.22500E-06,+11.45728652179E+00,-402.01005340E-03
-24.20000E-06,+11.25628149509E+00,-402.01005340E-03
-24.17500E-06,+11.45728652179E+00,-301.50754004E-03
-24.15000E-06,+11.45728652179E+00,-402.01005340E-03
-24.12500E-06,+11.25628149509E+00,-402.01005340E-03
-24.10000E-06,+11.45728652179E+00,-402.01005340E-03
-24.07500E-06,+11.25628149509E+00,-402.01005340E-03
-24.05000E-06,+11.35678400845E+00,-402.01005340E-03
-24.02500E-06,+11.25628149509E+00,-402.01005340E-03
-24.00000E-06,+11.45728652179E+00,-402.01005340E-03
-23.97500E-06,+11.30653275178E+00,-402.01005340E-03
